Country Name,Country Code,Indicator Name,Indicator Code,2018,2019,2020,2021,2022
Belgium,BEL,Government Effectiveness: Percentile Rank,GE.PER.RNK,86.19047546,82.85713959,84.2857132,83.33333588,84.90566254
Benin,BEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,30,35.23809433,40.95238113,42.8571434,45.75471878
Burkina Faso,BFA,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.52380943,22.38095284,26.19047546,23.33333397,21.22641563
Bangladesh,BGD,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.38095284,24.76190567,20.47619057,27.61904716,23.11320686
Bulgaria,BGR,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.1428566,60,43.80952454,45.7142868,42.92453003
Bahrain,BHR,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.09523773,62.38095093,66.66666412,73.33333588,72.16981506
"Bahamas, The",BHS,Government Effectiveness: Percentile Rank,GE.PER.RNK,70,67.61904907,67.61904907,67.61904907,65.09433746
Bosnia and Herzegovina,BIH,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.19047546,27.1428566,12.38095284,12.85714245,12.73584938
Belarus,BLR,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.90476227,44.76190567,18.09523773,20.47619057,19.81132126
Belize,BLZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.47619057,29.04761887,30,32.8571434,36.320755
Bermuda,BMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.61904907,87.14286041,90.47618866,92.38095093,84.43395996
Bolivia,BOL,Government Effectiveness: Percentile Rank,GE.PER.RNK,39.52381134,21.90476227,24.76190567,23.80952454,31.60377312
Brazil,BRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.33333206,41.90476227,34.76190567,33.80952454,30.6603775
Barbados,BRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.14286041,72.38095093,68.57142639,69.04762268,65.56604004
Brunei Darussalam,BRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.7142868,86.19047546,89.52381134,90.47618866,91.03773499
Bhutan,BTN,Government Effectiveness: Percentile Rank,GE.PER.RNK,64.76190186,62.8571434,62.38095093,74.2857132,69.81131744
Botswana,BWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.38095093,66.66666412,58.57143021,63.33333206,67.92453003
Central African Republic,CAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,2.380952358,2.380952358,3.809523821,4.761904716,4.245283127
Canada,CAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,94.76190186,95.7142868,93.33333588,94.2857132,94.3396225
Central Europe and the Baltics,CEB,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Switzerland,CHE,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.04762268,99.04762268,99.04762268,99.04762268,99.52830505
Channel Islands,CHI,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Chile,CHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.61904907,77.61904907,74.2857132,70,69.3396225
China,CHN,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.57142639,70.95237732,73.33333588,75.7142868,68.39622498
Cote d'Ivoire,CIV,Government Effectiveness: Percentile Rank,GE.PER.RNK,28.5714283,33.33333206,33.80952454,32.38095093,37.73584747
Cameroon,CMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.09523773,17.1428566,17.1428566,16.19047546,18.86792374
"Congo, Dem. Rep.",COD,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.714285851,5.238095284,3.333333254,3.333333254,3.301886797
"Congo, Rep.",COG,Government Effectiveness: Percentile Rank,GE.PER.RNK,10,11.4285717,10,9.047618866,8.962264061
Colombia,COL,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.09523773,53.80952454,52.38095093,50.47618866,53.77358627
Comoros,COM,Government Effectiveness: Percentile Rank,GE.PER.RNK,2.857142925,3.333333254,4.761904716,2.380952358,6.13207531
Cabo Verde,CPV,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.19047546,64.2857132,60.47618866,52.38095093,51.88679123
Costa Rica,CRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,66.66666412,66.19047546,60,59.52381134,55.6603775
Caribbean small states,CSS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.2857132,44.2857132,44.76190567,41.90476227,37.26415253
Curacao,CUW,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Cayman Islands,CYM,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.2857132,83.80952454,83.80952454,85.7142868,87.73584747
Cyprus,CYP,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.66666412,78.57142639,76.66666412,73.80952454,75.47169495
Czechia,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.57142639,78.09523773,78.57142639,81.42857361,81.13207245
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,91.42857361,91.90476227,88.09523773,87.14286041,88.20755005
Djibouti,DJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.23809528,19.52380943,21.4285717,19.04761887,22.16981125
Dominica,DMA,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.8571434,40,49.04761887,48.09523773,49.05660248
Denmark,DNK,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.66666412,98.57142639,97.61904907,98.57142639,98.58490753
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.57143021,38.09523773,41.90476227,51.90476227,50
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.7142868,32.8571434,31.90476227,28.5714283,32.54716873
East Asia & Pacific (excluding high income),EAP,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Early-demographic dividend,EAR,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
East Asia & Pacific,EAS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Europe & Central Asia (excluding high income),ECA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Europe & Central Asia,ECS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.42856979,37.61904907,34.2857132,42.38095093,40.09434128
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.61904907,40.95238113,36.19047546,34.76190567,33.96226501
Euro area,EMU,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Eritrea,ERI,Government Effectiveness: Percentile Rank,GE.PER.RNK,1.90476191,1.90476191,4.285714149,4.285714149,3.773584843
Spain,ESP,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.04762268,79.52381134,77.61904907,78.09523773,77.83018494
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.33333588,84.76190186,87.61904907,88.57142639,89.62264252
Ethiopia,ETH,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.66666603,27.61904716,30.47619057,29.04761887,24.05660439
European Union,EUU,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Fragile and conflict affected situations,FCS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Finland,FIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.52381134,99.52381134,98.57142639,98.09523773,96.69811249
Fiji,FJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.7142868,75.23809814,70.95237732,72.85713959,71.22641754
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.52381134,88.09523773,85.7142868,85.23809814,83.01886749
Faroe Islands,FRO,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.52381134,57.1428566,64.76190186,61.90476227,64.15093994
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.04761887,15.23809528,15.23809528,19.52380943,24.52830124
United Kingdom,GBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.57142639,90,88.57142639,86.19047546,85.84906006
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.42857361,75.7142868,74.76190186,70.95237732,72.64151001
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,40.95238113,39.52381134,45.23809433,44.76190567,50.47169876
Gibraltar,GIB,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Guinea,GIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.28571415,18.09523773,16.66666603,14.76190472,15.56603813
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,22.8571434,23.80952454,20,27.1428566,27.35848999
Guinea-Bissau,GNB,Government Effectiveness: Percentile Rank,GE.PER.RNK,6.666666508,6.190476418,7.142857075,7.142857075,6.603773594
Equatorial Guinea,GNQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,10.47619057,13.80952358,10.47619057,11.4285717,9.905660629
Greece,GRC,Government Effectiveness: Percentile Rank,GE.PER.RNK,62.8571434,64.76190186,67.14286041,67.14286041,66.50943756
Grenada,GRD,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.23809433,48.57143021,51.90476227,53.33333206,54.71697998
Greenland,GRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.19047546,76.19047546,75.7142868,74.76190186,76.41509247
Guatemala,GTM,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.80952454,26.19047546,25.7142849,21.90476227,16.50943375
Guam,GUM,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.95238113,61.42856979,72.85713959,72.38095093,74.52830505
Guyana,GUY,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.80952454,36.66666794,35.7142868,40.95238113,43.39622498
High income,HIC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
"Hong Kong SAR, China",HKG,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.61904907,96.19047546,94.2857132,93.33333588,95.75471497
Honduras,HND,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.95238113,30.47619057,28.5714283,20,19.3396225
Heavily indebted poor countries (HIPC),HPC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Croatia,HRV,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.95237732,69.04762268,68.09523773,69.52381134,70.28302002
Haiti,HTI,Government Effectiveness: Percentile Rank,GE.PER.RNK,1.428571463,1.428571463,1.428571463,0.952380955,0.943396211
Hungary,HUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.09523773,68.09523773,70,70.47618866,68.86792755
IBRD only,IBD,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
IDA & IBRD total,IBT,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
IDA total,IDA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
IDA blend,IDB,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Indonesia,IDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,59.04761887,59.52381134,63.80952454,64.76190186,66.03773499
IDA only,IDX,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Isle of Man,IMN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
India,IND,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.33333206,59.04761887,65.7142868,60.95238113,63.20754623
Not classified,INX,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Ireland,IRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,89.04762268,85.7142868,90,91.90476227,93.39622498
"Iran, Islamic Rep.",IRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,36.19047546,31.90476227,14.28571415,16.66666603,18.39622688
Iraq,IRQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.047618866,9.047618866,8.571428299,9.523809433,9.433961868
Iceland,ISL,Government Effectiveness: Percentile Rank,GE.PER.RNK,90,90.95237732,90.95237732,94.76190186,93.86792755
Israel,ISR,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.76190186,86.66666412,82.38095093,86.66666412,85.37735748
Italy,ITA,Government Effectiveness: Percentile Rank,GE.PER.RNK,67.61904907,68.57142639,65.23809814,64.2857132,66.98113251
Jamaica,JAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.85713959,71.90476227,69.52381134,66.66666412,71.69811249
Jordan,JOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,56.19047546,55.23809433,54.76190567,58.09523773,59.90565872
Japan,JPN,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.80952454,92.85713959,92.38095093,89.04762268,96.22641754
Kazakhstan,KAZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,50.95238113,54.76190567,55.7142868,55.23809433,58.49056625
Kenya,KEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.2857132,35.7142868,38.09523773,38.57143021,41.03773499
Kyrgyz Republic,KGZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.04761887,25.7142849,31.4285717,22.38095284,17.92452812
Cambodia,KHM,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.38095093,30,35.23809433,34.2857132,36.79245377
Kiribati,KIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,50,50,57.1428566,56.19047546,58.96226501
St. Kitts and Nevis,KNA,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.52381134,70,72.85713959,65.23809814,64.62264252
"Korea, Rep.",KOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.85713959,87.61904907,89.04762268,90,90.09433746
Kuwait,KWT,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.57143021,51.42856979,45.7142868,49.52381134,57.54716873
Latin America & Caribbean (excluding high income),LAC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Lao PDR,LAO,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.33333397,20,23.80952454,30.95238113,30.18867874
Lebanon,LBN,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.23809433,20.47619057,10.95238113,10,7.547169685
Liberia,LBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,8.095237732,7.619047642,7.619047642,8.095237732,8.018867493
Libya,LBY,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.809523821,2.857142925,2.380952358,3.809523821,2.358490467
St. Lucia,LCA,Government Effectiveness: Percentile Rank,GE.PER.RNK,65.7142868,65.7142868,63.33333206,48.09523773,49.05660248
Latin America & Caribbean,LCN,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Least developed countries: UN classification,LDC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Low income,LIC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Liechtenstein,LIE,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.23809814,94.2857132,96.19047546,91.42857361,91.98113251
Sri Lanka,LKA,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.33333206,47.1428566,50.47618866,49.04761887,35.84905624
Lower middle income,LMC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Low & middle income,LMY,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Lesotho,LSO,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.1428566,15.71428585,16.19047546,15.23809528,17.45282936
Late-demographic dividend,LTE,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Lithuania,LTU,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.47618866,80.47618866,81.42857361,80.95237732,79.71697998
Luxembourg,LUX,Government Effectiveness: Percentile Rank,GE.PER.RNK,95.7142868,95.23809814,96.66666412,95.7142868,97.64151001
Latvia,LVA,Government Effectiveness: Percentile Rank,GE.PER.RNK,79.52381134,82.38095093,76.19047546,76.66666412,75
"Macao SAR, China",MAC,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.2857132,83.80952454,83.80952454,82.85713959,82.07546997
St. Martin (French part),MAF,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Morocco,MAR,Government Effectiveness: Percentile Rank,GE.PER.RNK,39.04761887,40.47618866,46.66666794,45.23809433,47.16981125
Monaco,MCO,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.57142639,98.09523773,99.52381134,99.52381134,99.05660248
Moldova,MDA,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.80952454,36.19047546,33.33333206,36.19047546,40.56603622
Madagascar,MDG,Government Effectiveness: Percentile Rank,GE.PER.RNK,9.523809433,10,13.33333302,13.80952358,14.62264156
Maldives,MDV,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.76190567,43.80952454,48.57143021,63.80952454,46.69811249
Middle East & North Africa,MEA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Mexico,MEX,Government Effectiveness: Percentile Rank,GE.PER.RNK,42.38095093,39.04761887,42.38095093,37.61904907,42.45283127
Marshall Islands,MHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.19047546,45.23809433,56.66666794,54.2857132,60.84905624
Middle income,MIC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
North Macedonia,MKD,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.33333206,47.61904907,52.8571434,47.1428566,49.52830124
Mali,MLI,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.80952358,12.85714245,11.4285717,10.95238113,11.320755
Malta,MLT,Government Effectiveness: Percentile Rank,GE.PER.RNK,78.09523773,76.66666412,80.95237732,77.14286041,76.88679504
Myanmar,MMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,12.85714245,10.47619057,14.76190472,7.619047642,5.660377502
Middle East & North Africa (excluding high income),MNA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Montenegro,MNE,Government Effectiveness: Percentile Rank,GE.PER.RNK,55.7142868,58.09523773,50,51.42856979,51.41509247
Mongolia,MNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.76190567,41.42856979,37.1428566,33.33333206,34.90565872
Northern Mariana Islands,MNP,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Mozambique,MOZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,15.71428585,16.19047546,20.95238113,25.23809433,25
Mauritania,MRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.52380943,30.95238113,17.61904716,22.8571434,25.47169876
Mauritius,MUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,77.14286041,77.14286041,77.14286041,76.19047546,75.94339752
Malawi,MWI,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.47619057,20.95238113,19.52380943,21.4285717,20.75471687
Malaysia,MYS,Government Effectiveness: Percentile Rank,GE.PER.RNK,81.90476227,79.04762268,81.90476227,80,79.24528503
North America,NAC,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Namibia,NAM,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.61904907,56.66666794,53.33333206,54.76190567,55.18867874
New Caledonia,NCL,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Niger,NER,Government Effectiveness: Percentile Rank,GE.PER.RNK,18.5714283,19.04761887,28.09523773,30.47619057,28.77358437
Nigeria,NGA,Government Effectiveness: Percentile Rank,GE.PER.RNK,11.90476227,9.523809433,11.90476227,13.33333302,14.15094376
Nicaragua,NIC,Government Effectiveness: Percentile Rank,GE.PER.RNK,20,22.8571434,27.1428566,17.61904716,13.679245
Netherlands,NLD,Government Effectiveness: Percentile Rank,GE.PER.RNK,96.19047546,96.66666412,97.14286041,96.19047546,95.28302002
Norway,NOR,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.14286041,97.14286041,98.09523773,97.61904907,98.11320496
Nepal,NPL,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.19047546,13.33333302,15.71428585,15.71428585,16.03773499
Nauru,NRU,Government Effectiveness: Percentile Rank,GE.PER.RNK,63.80952454,52.38095093,57.61904907,56.66666794,60.37735748
New Zealand,NZL,Government Effectiveness: Percentile Rank,GE.PER.RNK,93.33333588,93.80952454,91.42857361,88.09523773,89.15093994
OECD members,OED,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Oman,OMN,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.57143021,60.95238113,55.23809433,46.66666794,54.24528122
Other small states,OSS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Pakistan,PAK,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.1428566,26.66666603,32.38095093,35.7142868,29.24528313
Panama,PAN,Government Effectiveness: Percentile Rank,GE.PER.RNK,52.38095093,57.61904907,58.09523773,57.1428566,47.64151001
Peru,PER,Government Effectiveness: Percentile Rank,GE.PER.RNK,40.47618866,46.66666794,40.47618866,39.52381134,35.37735748
Philippines,PHL,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.80952454,54.2857132,54.2857132,55.7142868,56.13207626
Palau,PLW,Government Effectiveness: Percentile Rank,GE.PER.RNK,61.42856979,61.90476227,66.19047546,65.7142868,67.45282745
Papua New Guinea,PNG,Government Effectiveness: Percentile Rank,GE.PER.RNK,27.61904716,21.4285717,18.5714283,17.1428566,21.69811249
Poland,POL,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.90476227,70.47618866,64.2857132,61.42856979,61.79245377
Pre-demographic dividend,PRE,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Puerto Rico,PRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.7142868,43.33333206,40,39.04761887,33.49056625
"Korea, Dem. People's Rep.",PRK,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.238095284,7.142857075,6.666666508,6.190476418,7.075471878
Portugal,PRT,Government Effectiveness: Percentile Rank,GE.PER.RNK,85.23809814,84.2857132,80.47618866,80.47618866,80.18868256
Paraguay,PRY,Government Effectiveness: Percentile Rank,GE.PER.RNK,31.90476227,32.38095093,32.8571434,28.09523773,29.71698189
West Bank and Gaza,PSE,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.95238113,23.33333397,27.61904716,20.95238113,16.98113251
Pacific island small states,PSS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Post-demographic dividend,PST,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
French Polynesia,PYF,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Qatar,QAT,Government Effectiveness: Percentile Rank,GE.PER.RNK,73.80952454,73.80952454,78.09523773,81.90476227,82.54717255
Romania,ROU,Government Effectiveness: Percentile Rank,GE.PER.RNK,46.66666794,42.8571434,41.42856979,46.19047546,53.30188751
Russian Federation,RUS,Government Effectiveness: Percentile Rank,GE.PER.RNK,49.04761887,52.8571434,49.52381134,43.33333206,25.94339561
Rwanda,RWA,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.76190567,56.19047546,61.42856979,60,61.320755
South Asia,SAS,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Saudi Arabia,SAU,Government Effectiveness: Percentile Rank,GE.PER.RNK,64.2857132,63.80952454,56.19047546,68.09523773,70.75471497
Sudan,SDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,4.761904716,4.761904716,5.714285851,5.714285851,4.716980934
Senegal,SEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,40,45.7142868,50.95238113,53.80952454,52.83018875
Singapore,SGP,Government Effectiveness: Percentile Rank,GE.PER.RNK,100,100,100,100,100
Solomon Islands,SLB,Government Effectiveness: Percentile Rank,GE.PER.RNK,17.61904716,16.66666603,26.66666603,18.5714283,26.88679314
Sierra Leone,SLE,Government Effectiveness: Percentile Rank,GE.PER.RNK,10.95238113,10.95238113,12.85714245,11.90476227,11.79245281
El Salvador,SLV,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.23809433,34.2857132,42.8571434,38.09523773,38.679245
San Marino,SMR,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.85713959,93.33333588,95.7142868,97.14286041,97.16981506
Somalia,SOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.952380955,0.952380955,0.952380955,1.428571463,1.415094376
Serbia,SRB,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.2857132,51.90476227,51.42856979,52.8571434,57.07546997
Sub-Saharan Africa (excluding high income),SSA,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
South Sudan,SSD,Government Effectiveness: Percentile Rank,GE.PER.RNK,0,0,0.476190478,0,0
Sub-Saharan Africa,SSF,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Small states,SST,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
Sao Tome and Principe,STP,Government Effectiveness: Percentile Rank,GE.PER.RNK,21.4285717,24.2857151,25.23809433,24.2857151,20.28301811
Suriname,SUR,Government Effectiveness: Percentile Rank,GE.PER.RNK,24.76190567,29.52380943,30.95238113,26.66666603,15.09433937
Slovak Republic,SVK,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.38095093,71.42857361,69.04762268,68.57142639,63.679245
Slovenia,SVN,Government Effectiveness: Percentile Rank,GE.PER.RNK,82.38095093,81.90476227,84.76190186,83.80952454,80.6603775
Sweden,SWE,Government Effectiveness: Percentile Rank,GE.PER.RNK,94.2857132,94.76190186,94.76190186,95.23809814,94.81131744
Eswatini,SWZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.7142849,28.5714283,22.8571434,25.7142849,26.41509438
Sint Maarten (Dutch part),SXM,Government Effectiveness: Percentile Rank,GE.PER.RNK,,,,,
